82026, 0.080896, 0.029718
82026, 0.080896, 0.034887
82026, 0.079872, 0.029561
82026, 0.079872, 0.041403
82026, 0.080896, 0.033895
82026, 0.079872, 0.039670
82026, 0.080896, 0.019642
82026, 0.081920, 0.029299
82026, 0.080896, 0.033865
82026, 0.079872, 0.043004
82026, 0.080896, 0.030784
82026, 0.081920, 0.028129
82026, 0.080896, 0.032061
82026, 0.081920, 0.031700
82026, 0.081920, 0.038278
82026, 0.080896, 0.028093
82026, 0.081920, 0.030585
82026, 0.079872, 0.031109
82026, 0.081920, 0.044912
82026, 0.079872, 0.030045
82026, 0.080896, 0.030072
82026, 0.081920, 0.030553
82026, 0.081920, 0.030756
82026, 0.080896, 0.030978
82026, 0.080896, 0.027650
82026, 0.080896, 0.039361
82026, 0.081920, 0.039593
82026, 0.081920, 0.039449
82026, 0.081920, 0.033029
82026, 0.081920, 0.028476
82026, 0.081920, 0.043374
82026, 0.080896, 0.038132
82026, 0.080896, 0.039186
82026, 0.081920, 0.038353
82026, 0.079872, 0.038938
82026, 0.080896, 0.037530
82026, 0.080896, 0.042466
82026, 0.081920, 0.041850
82026, 0.079872, 0.030334
82026, 0.080896, 0.040903
82026, 0.080896, 0.030642
82026, 0.081920, 0.032552
82026, 0.080896, 0.032472
82026, 0.080896, 0.030930
82026, 0.081920, 0.040431
82026, 0.080896, 0.037342
82026, 0.080896, 0.037355
82026, 0.080896, 0.032216
82026, 0.080896, 0.033221
82026, 0.081920, 0.031597
82026, 0.081920, 0.032301
82026, 0.080896, 0.030735
82026, 0.081920, 0.031523
82026, 0.080896, 0.029274
82026, 0.080896, 0.034094
82026, 0.080896, 0.031580
82026, 0.081920, 0.030126
82026, 0.081920, 0.030684
82026, 0.081920, 0.043456
82026, 0.081920, 0.029747
82026, 0.080896, 0.039057
82026, 0.081920, 0.034857
82026, 0.081920, 0.028361
82026, 0.079872, 0.038936
82026, 0.080896, 0.044928
82026, 0.081920, 0.035620
82026, 0.081920, 0.040950
82026, 0.081920, 0.036513
82026, 0.080896, 0.032110
82026, 0.081920, 0.040084
82026, 0.080896, 0.031478
82026, 0.080896, 0.034221
82026, 0.080896, 0.041096
82026, 0.079872, 0.032006
82026, 0.080896, 0.035199
82026, 0.080896, 0.042109
82026, 0.080896, 0.038497
82026, 0.081920, 0.054501
82026, 0.080896, 0.034032
82026, 0.081920, 0.040402
82026, 0.080896, 0.038684
82026, 0.080896, 0.032609
82026, 0.081920, 0.031954
82026, 0.081920, 0.034818
82026, 0.081920, 0.031055
82026, 0.080896, 0.032596
82026, 0.080896, 0.036113
82026, 0.081920, 0.040380
82026, 0.081920, 0.035719
82026, 0.081920, 0.037588
82026, 0.080896, 0.034724
82026, 0.081920, 0.040312
82026, 0.081920, 0.040039
82026, 0.079872, 0.032243
82026, 0.079872, 0.037721
82026, 0.081920, 0.032052
82026, 0.080896, 0.034919
82026, 0.080896, 0.031771
82026, 0.079872, 0.033347
82026, 0.080896, 0.031848
82026, 0.080896, 0.031452
82026, 0.080896, 0.029822
82026, 0.080896, 0.048029
82026, 0.081920, 0.033454
82026, 0.080896, 0.037612
82026, 0.080896, 0.037400
82026, 0.080896, 0.032593
82026, 0.080896, 0.034516
82026, 0.080896, 0.029310
82026, 0.080896, 0.039074
82026, 0.080896, 0.036152
82026, 0.079872, 0.037901
82026, 0.080896, 0.039312
82026, 0.080896, 0.037452
82026, 0.080896, 0.035218
82026, 0.080896, 0.047088
82026, 0.080896, 0.031877
82026, 0.081920, 0.034030
82026, 0.081920, 0.031886
82026, 0.080896, 0.028492
82026, 0.081920, 0.033723
82026, 0.080896, 0.031861
82026, 0.081920, 0.038176
82026, 0.080896, 0.040453
82026, 0.081920, 0.032106
82026, 0.080896, 0.031996
82026, 0.081920, 0.034506
82026, 0.080896, 0.028463
82026, 0.080896, 0.038758
82026, 0.081920, 0.040927
82026, 0.079872, 0.030195
82026, 0.081920, 0.030512
82026, 0.080896, 0.033673
82026, 0.081920, 0.031029
82026, 0.080896, 0.032763
82026, 0.080896, 0.028208
82026, 0.080896, 0.028062
82026, 0.080896, 0.039875
82026, 0.080896, 0.040057
82026, 0.080896, 0.029848
82026, 0.080896, 0.036106
82026, 0.079872, 0.029917
82026, 0.080896, 0.031539
82026, 0.081920, 0.040287
82026, 0.080896, 0.035089
82026, 0.081920, 0.031965
82026, 0.080896, 0.031110
82026, 0.080896, 0.031880
82026, 0.081920, 0.030516
82026, 0.080896, 0.034993
82026, 0.081920, 0.029951
82026, 0.080896, 0.030434
82026, 0.081920, 0.039269
82026, 0.080896, 0.028360
82026, 0.081920, 0.036841
82026, 0.079872, 0.038598
82026, 0.080896, 0.027763
82026, 0.080896, 0.030911
82026, 0.081920, 0.080762
82026, 0.080896, 0.030618
82026, 0.081920, 0.033223
82026, 0.080896, 0.029288
82026, 0.080896, 0.031647
82026, 0.080896, 0.032094
82026, 0.080896, 0.030310
82026, 0.081920, 0.041984
82026, 0.080896, 0.041789
82026, 0.080896, 0.040289
82026, 0.081920, 0.030842
82026, 0.080896, 0.143545
82026, 0.081920, 0.030955
82026, 0.080896, 0.036593
82026, 0.080896, 0.038172
82026, 0.081920, 0.035529
82026, 0.079872, 0.031757
82026, 0.080896, 0.040182
82026, 0.079872, 0.034794
